ensembl_gene_id	chromosome_name	start_position	end_position	strand	band	external_gene_name	description	goslim_goa_accession
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0005623
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0009058
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0043167
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0005634
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0043226
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0001071
ENSG00000137310	6	31158542	31167159	1	p21.33	TCF19	transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]	GO:0008283
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0008150
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0003674
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0034641
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0004518
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0005575
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0005622
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0005623
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0043167
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0005634
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0043226
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0005730
ENSG00000241370	6	30345131	30346884	1	p22.1	RPP21	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:HGNC:21300]	GO:0006399
ENSG00000204427	6	31686949	31703444	-1	p21.33	ABHD16A	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]	GO:0008150
ENSG00000204427	6	31686949	31703444	-1	p21.33	ABHD16A	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]	GO:0003674
ENSG00000204427	6	31686949	31703444	-1	p21.33	ABHD16A	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]	GO:0005575
ENSG00000204427	6	31686949	31703444	-1	p21.33	ABHD16A	abhydrolase domain containing 16A [Source:HGNC Symbol;Acc:HGNC:13921]	
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0008150
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0003674
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005575
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005623
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0043234
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005886
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0002376
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005622
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005737
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0022607
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0065003
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0006461
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0043226
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005773
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005768
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005576
ENSG00000204257	6	32948613	32969094	-1	p21.32	HLA-DMA	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	GO:0005764
ENSG00000204542	6	31111223	31112559	-1	p21.33	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]	GO:0008150
ENSG00000204542	6	31111223	31112559	-1	p21.33	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]	GO:0003674
ENSG00000204542	6	31111223	31112559	-1	p21.33	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:HGNC:13927]	GO:0005575
ENSG00000204290	6	32393963	32407128	-1	p21.32	BTNL2	butyrophilin-like 2 (MHC class II associated) [Source:HGNC Symbol;Acc:HGNC:1142]	GO:0003674
ENSG00000204290	6	32393963	32407128	-1	p21.32	BTNL2	butyrophilin-like 2 (MHC class II associated) [Source:HGNC Symbol;Acc:HGNC:1142]	GO:0005575
ENSG00000204290	6	32393963	32407128	-1	p21.32	BTNL2	butyrophilin-like 2 (MHC class II associated) [Source:HGNC Symbol;Acc:HGNC:1142]	
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0008150
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0003674
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0006950
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005575
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005622
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005623
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005737
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0043234
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0043226
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005794
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005886
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0004871
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0007165
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005773
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005783
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005768
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0016023
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0002376
ENSG00000196735	6	32628179	32647062	1	p21.32	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]	GO:0005764
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0008150
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0003674
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0005575
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0005623
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0022607
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0065003
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0006810
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0043167
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0043226
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0005886
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0042592
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0005576
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0008289
ENSG00000204444	6	31652416	31658210	1	p21.33	APOM	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	GO:0005615
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0007005
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0008150
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0003674
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005575
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005622
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005623
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005737
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0009058
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005634
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0043226
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005654
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005739
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0006412
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0003735
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005198
ENSG00000204568	6	30617709	30626395	1	p21.33	MRPS18B	mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:HGNC:14516]	GO:0005840
ENSG00000248167	6	30328907	30346858	1	p22.1	TRIM39-RPP21	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]	GO:0003674
ENSG00000248167	6	30328907	30346858	1	p22.1	TRIM39-RPP21	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]	GO:0005575
ENSG00000248167	6	30328907	30346858	1	p22.1	TRIM39-RPP21	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]	GO:0005622
ENSG00000248167	6	30328907	30346858	1	p22.1	TRIM39-RPP21	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]	GO:0005623
ENSG00000248167	6	30328907	30346858	1	p22.1	TRIM39-RPP21	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:HGNC:38845]	GO:0043167
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0008150
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0003674
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0005575
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0005622
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0005623
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0005737
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0006629
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0044281
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0009058
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0043226
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0005783
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0016746
ENSG00000204310	6	32168212	32178096	-1	p21.32	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	GO:0006091
ENSG00000204540	6	31114750	31140092	1	p21.33	PSORS1C1	psoriasis susceptibility 1 candidate 1 [Source:HGNC Symbol;Acc:HGNC:17202]	
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0008150
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0005575
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0005623
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0043234
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0005886
ENSG00000248993	6	32937364	32953122	-1	p21.32	XXbac-BPG181M17.5	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000412457}  [Source:UniProtKB/TrEMBL;Acc:F6UB75]	GO:0002376
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0003674
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0008150
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005575
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005622
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005623
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005737
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0043234
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0022607
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0065003
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0006461
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0043226
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005886
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005773
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005768
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0002376
ENSG00000242574	6	32934629	32941070	-1	p21.32	HLA-DMB	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	GO:0005764
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0008150
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0003674
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0006950
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0034641
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005575
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005622
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005623
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005737
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005829
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0043234
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0007049
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0022607
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0065003
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0044281
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0006810
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0009056
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0006461
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0043167
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005634
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0043226
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0034655
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005856
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0051301
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0019899
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005576
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0002376
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005198
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0003924
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0005635
ENSG00000196230	6	30720201	30725426	1	p21.33	TUBB	tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]	GO:0030705
ENSG00000204632	6	29826967	29831125	1	p22.1	HLA-G	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]	GO:0008150
